tick,agent_id,action,x,y,other_agent_id,culture
190,0,build,1,1,,0
190,1,build,28,11,,0
190,2,move,28,11,,0
190,3,move,28,14,,0
190,4,move,38,-4,,0
190,5,move,33,20,,1
190,6,move,41,-1,,1
190,7,move,18,12,,1
190,8,move,9,0,,1
190,9,move,8,-26,,1
191,0,build,1,1,,0
191,1,build,28,11,,0
191,2,move,29,11,,0
191,3,move,27,13,,0
191,4,move,38,-5,,0
191,5,move,33,21,,1
191,6,move,42,-1,,1
191,7,move,17,13,,1
191,8,move,10,0,,1
191,9,move,7,-25,,1
192,0,build,1,1,,0
192,1,build,28,11,,0
192,2,move,28,11,,0
192,3,move,28,12,,0
192,4,move,39,-5,,0
192,5,move,32,22,,1
192,6,move,43,-1,,1
192,7,move,18,13,,1
192,8,move,11,-1,,1
192,9,move,6,-24,,1
193,0,build,1,1,,0
193,1,build,28,11,,0
193,2,move,29,11,,0
193,3,move,28,11,,0
193,4,move,40,-6,,0
193,5,move,33,22,,1
193,6,move,44,-1,,1
193,7,move,17,14,,1
193,8,move,12,-2,,1
193,9,move,6,-25,,1
194,0,move,1,1,,0
194,1,move,28,11,,0
194,2,build,30,11,,0
194,3,move,27,12,,0
194,4,move,41,-5,,0
194,5,move,34,22,,1
194,6,move,44,0,,1
194,7,move,18,14,,1
194,8,move,13,-2,,1
194,9,move,5,-26,,1
195,0,build,2,0,,0
195,1,move,30,11,,0
195,2,move,30,11,,0
195,3,move,26,12,,0
195,4,move,42,-4,,0
195,5,move,33,23,,1
195,6,move,45,0,,1
195,7,move,19,15,,1
195,8,move,14,-2,,1
195,9,move,6,-26,,1
196,0,build,2,0,,0
196,1,move,30,11,,0
196,2,move,31,11,,0
196,3,move,25,11,,0
196,4,move,42,-3,,0
196,5,move,34,23,,1
196,6,move,46,0,,1
196,7,move,20,15,,1
196,8,move,13,-3,,1
196,9,move,6,-25,,1
197,0,build,2,0,,0
197,1,build,31,11,,0
197,2,move,30,11,,0
197,3,move,26,10,,0
197,4,move,43,-3,,0
197,5,move,33,23,,1
197,6,move,45,0,,1
197,7,move,21,16,,1
197,8,move,12,-4,,1
197,9,move,7,-25,,1
198,0,build,2,0,,0
198,1,move,31,11,,0
198,2,build,31,11,,0
198,3,move,27,10,,0
198,4,move,44,-4,,0
198,5,move,33,24,,1
198,6,move,44,-1,,1
198,7,move,21,17,,1
198,8,move,13,-4,,1
198,9,move,6,-24,,1
199,0,build,2,0,,0
199,1,build,31,11,,0
199,2,move,31,11,,0
199,3,move,26,10,,0
199,4,move,45,-4,,0
199,5,move,34,23,,1
199,6,move,45,0,,1
199,7,move,22,18,,1
199,8,move,13,-3,,1
199,9,move,7,-24,,1
