tick,agent_id,action,x,y,other_agent_id,culture
80,0,build,0,0,,0
80,1,move,9,7,,0
80,2,move,9,7,,0
80,3,move,8,7,,0
80,4,move,18,-11,,0
80,5,move,14,14,,1
80,6,move,20,-1,,1
80,7,move,8,17,,1
80,8,move,6,1,,1
80,9,move,10,-9,,1
81,0,build,0,0,,0
81,1,build,9,7,,0
81,2,move,10,7,,0
81,3,move,9,7,,0
81,4,move,18,-10,,0
81,5,move,15,14,,1
81,6,move,19,-1,,1
81,7,move,9,17,,1
81,8,move,5,1,,1
81,9,move,10,-10,,1
82,0,build,0,0,,0
82,1,communicate,9,7,,0
82,2,communicate,9,7,,0
82,3,move,8,7,,0
82,4,move,18,-11,,0
82,5,move,15,13,,1
82,6,move,20,-1,,1
82,7,move,9,16,,1
82,8,move,5,0,,1
82,9,move,10,-11,,1
83,0,build,0,0,,0
83,1,move,9,7,,0
83,2,build,9,7,,0
83,3,move,9,6,,0
83,4,move,19,-11,,0
83,5,move,16,12,,1
83,6,move,21,0,,1
83,7,move,8,17,,1
83,8,move,5,-1,,1
83,9,move,11,-11,,1
84,0,build,0,0,,0
84,1,move,9,7,,0
84,2,move,9,7,,0
84,3,move,9,7,,0
84,4,move,20,-11,,0
84,5,move,15,12,,1
84,6,move,20,-1,,1
84,7,move,9,18,,1
84,8,move,4,-1,,1
84,9,move,12,-10,,1
85,0,build,0,0,,0
85,1,move,9,6,,0
85,2,communicate,10,7,,0
85,3,move,9,6,,0
85,4,move,19,-12,,0
85,5,move,16,11,,1
85,6,move,19,-1,,1
85,7,move,10,17,,1
85,8,move,5,-2,,1
85,9,move,13,-11,,1
86,0,build,0,0,,0
86,1,move,8,6,,0
86,2,move,10,7,,0
86,3,move,10,6,,0
86,4,move,20,-12,,0
86,5,move,15,12,,1
86,6,move,20,-1,,1
86,7,move,9,18,,1
86,8,move,4,-1,,1
86,9,move,12,-10,,1
87,0,build,0,0,,0
87,1,move,10,7,,0
87,2,move,10,6,,0
87,3,move,11,7,,0
87,4,move,19,-13,,0
87,5,move,15,11,,1
87,6,move,19,-2,,1
87,7,move,8,19,,1
87,8,move,5,0,,1
87,9,move,13,-10,,1
88,0,build,0,0,,0
88,1,move,10,6,,0
88,2,move,11,7,,0
88,3,move,10,7,,0
88,4,move,20,-14,,0
88,5,move,16,11,,1
88,6,move,18,-1,,1
88,7,move,9,19,,1
88,8,move,5,1,,1
88,9,move,12,-10,,1
89,0,build,0,0,,0
89,1,move,11,7,,0
89,2,move,12,7,,0
89,3,move,11,7,,0
89,4,move,21,-14,,0
89,5,move,16,12,,1
89,6,move,19,-1,,1
89,7,move,8,18,,1
89,8,move,6,0,,1
89,9,move,11,-9,,1
