tick,agent_id,action,x,y,other_agent_id,culture
270,0,build,2,0,,0
270,1,move,26,14,,0
270,2,move,32,11,,0
270,3,move,32,10,,0
270,4,move,54,-5,,0
270,5,move,51,11,,1
270,6,move,58,5,,1
270,7,move,33,12,,1
270,8,move,23,0,,1
270,9,move,8,-22,,1
271,0,build,2,0,,0
271,1,move,27,14,,0
271,2,build,31,11,,0
271,3,move,33,10,,0
271,4,move,55,-5,,0
271,5,move,50,10,,1
271,6,move,59,4,,1
271,7,move,32,13,,1
271,8,move,22,1,,1
271,9,move,9,-23,,1
272,0,build,2,0,,0
272,1,move,28,14,,0
272,2,move,31,11,,0
272,3,move,32,10,,0
272,4,move,54,-4,,0
272,5,move,51,11,,1
272,6,move,58,4,,1
272,7,move,31,13,,1
272,8,move,22,0,,1
272,9,move,8,-23,,1
273,0,build,2,0,,0
273,1,build,29,14,,0
273,2,move,32,11,,0
273,3,move,33,9,,0
273,4,move,55,-5,,0
273,5,move,50,11,,1
273,6,move,57,3,,1
273,7,move,32,14,,1
273,8,move,21,-1,,1
273,9,move,7,-24,,1
274,0,build,2,0,,0
274,1,build,29,14,,0
274,2,move,33,9,,0
274,3,move,33,8,,0
274,4,move,56,-5,,0
274,5,move,51,12,,1
274,6,move,58,3,,1
274,7,move,32,15,,1
274,8,move,20,0,,1
274,9,move,8,-23,,1
275,0,build,2,0,,0
275,1,move,29,14,,0
275,2,move,33,10,,0
275,3,move,34,8,,0
275,4,move,57,-6,,0
275,5,move,51,11,,1
275,6,move,57,3,,1
275,7,move,33,15,,1
275,8,move,19,0,,1
275,9,move,7,-22,,1
276,0,build,2,0,,0
276,1,move,29,13,,0
276,2,move,34,10,,0
276,3,move,35,7,,0
276,4,move,56,-6,,0
276,5,move,52,10,,1
276,6,move,56,3,,1
276,7,move,34,14,,1
276,8,move,20,0,,1
276,9,move,7,-23,,1
277,0,build,2,0,,0
277,1,build,30,13,,0
277,2,move,35,7,,0
277,3,move,35,8,,0
277,4,move,56,-5,,0
277,5,move,53,11,,1
277,6,move,55,3,,1
277,7,move,35,14,,1
277,8,move,20,-1,,1
277,9,move,6,-23,,1
278,0,build,2,0,,0
278,1,build,30,13,,0
278,2,move,36,7,,0
278,3,move,36,8,,0
278,4,move,57,-5,,0
278,5,move,54,12,,1
278,6,move,56,3,,1
278,7,move,35,15,,1
278,8,move,19,0,,1
278,9,move,5,-22,,1
279,0,build,2,0,,0
279,1,move,30,13,,0
279,2,move,37,7,,0
279,3,move,35,9,,0
279,4,move,56,-5,,0
279,5,move,54,13,,1
279,6,move,56,2,,1
279,7,move,35,16,,1
279,8,move,20,0,,1
279,9,move,4,-21,,1
