tick,agent_id,action,x,y,other_agent_id,culture
230,0,build,1,0,,0
230,1,move,23,5,,0
230,2,build,22,5,,0
230,3,move,5,-12,,0
230,4,move,28,-5,,0
230,5,move,45,1,,1
230,6,move,28,1,,1
230,7,move,18,1,,1
230,8,move,32,22,,1
230,9,move,29,-10,,1
231,0,build,1,0,,0
231,1,move,23,4,,0
231,2,move,22,5,,0
231,3,move,6,-12,,0
231,4,move,27,-4,,0
231,5,move,46,1,,1
231,6,move,29,1,,1
231,7,move,17,1,,1
231,8,move,33,21,,1
231,9,move,30,-10,,1
232,0,build,1,0,,0
232,1,build,22,5,,0
232,2,move,23,5,,0
232,3,move,5,-12,,0
232,4,move,26,-4,,0
232,5,move,47,1,,1
232,6,move,29,2,,1
232,7,move,16,2,,1
232,8,move,34,22,,1
232,9,move,31,-11,,1
233,0,build,1,0,,0
233,1,build,22,5,,0
233,2,move,24,5,,0
233,3,move,6,-12,,0
233,4,move,25,-4,,0
233,5,move,46,1,,1
233,6,move,30,2,,1
233,7,move,17,1,,1
233,8,move,35,22,,1
233,9,move,30,-11,,1
234,0,build,1,0,,0
234,1,move,22,5,,0
234,2,move,22,5,,0
234,3,move,7,-11,,0
234,4,move,26,-4,,0
234,5,move,47,2,,1
234,6,move,29,2,,1
234,7,move,17,0,,1
234,8,move,35,23,,1
234,9,move,31,-11,,1
235,0,move,1,0,,0
235,1,move,22,5,,0
235,2,build,23,5,,0
235,3,move,7,-12,,0
235,4,move,25,-3,,0
235,5,move,46,3,,1
235,6,move,30,1,,1
235,7,move,18,1,,1
235,8,move,36,23,,1
235,9,move,32,-11,,1
236,0,build,2,0,,0
236,1,build,23,5,,0
236,2,communicate,23,5,,0
236,3,move,8,-12,,0
236,4,move,24,-2,,0
236,5,move,47,4,,1
236,6,move,31,1,,1
236,7,move,19,1,,1
236,8,move,35,23,,1
236,9,move,32,-10,,1
237,0,build,2,0,,0
237,1,move,23,5,,0
237,2,move,23,5,,0
237,3,move,9,-13,,0
237,4,move,23,-3,,0
237,5,move,47,3,,1
237,6,move,32,1,,1
237,7,move,18,2,,1
237,8,move,36,23,,1
237,9,move,32,-9,,1
238,0,build,2,0,,0
238,1,move,23,5,,0
238,2,communicate,22,5,,0
238,3,move,9,-14,,0
238,4,move,24,-4,,0
238,5,move,48,2,,1
238,6,move,31,1,,1
238,7,move,18,1,,1
238,8,move,36,24,,1
238,9,move,31,-10,,1
239,0,build,2,0,,0
239,1,move,22,5,,0
239,2,move,22,5,,0
239,3,move,10,-14,,0
239,4,move,23,-3,,0
239,5,move,49,1,,1
239,6,move,31,2,,1
239,7,move,19,1,,1
239,8,move,36,25,,1
239,9,move,31,-9,,1
