tick,agent_id,action,x,y,other_agent_id,culture
320,0,build,2,0,,0
320,1,move,42,13,,0
320,2,move,41,13,,0
320,3,move,44,5,,0
320,4,move,62,0,,0
320,5,move,66,19,,1
320,6,move,52,-9,,1
320,7,move,32,9,,1
320,8,move,22,-8,,1
320,9,move,0,-25,,1
321,0,build,2,0,,0
321,1,build,43,13,,0
321,2,build,42,13,,0
321,3,move,43,6,,0
321,4,move,63,0,,0
321,5,move,65,20,,1
321,6,move,53,-9,,1
321,7,move,32,10,,1
321,8,move,22,-7,,1
321,9,move,1,-24,,1
322,0,build,2,0,,0
322,1,move,43,13,,0
322,2,build,42,13,,0
322,3,move,44,6,,0
322,4,move,63,-1,,0
322,5,move,66,20,,1
322,6,move,53,-10,,1
322,7,move,33,9,,1
322,8,move,23,-6,,1
322,9,move,2,-25,,1
323,0,build,2,0,,0
323,1,move,42,13,,0
323,2,move,42,13,,0
323,3,move,45,5,,0
323,4,move,63,-2,,0
323,5,move,67,19,,1
323,6,move,52,-9,,1
323,7,move,34,8,,1
323,8,move,22,-6,,1
323,9,move,2,-26,,1
324,0,build,2,0,,0
324,1,move,42,12,,0
324,2,move,43,13,,0
324,3,move,46,5,,0
324,4,move,64,-3,,0
324,5,move,66,18,,1
324,6,move,53,-10,,1
324,7,move,33,8,,1
324,8,move,23,-6,,1
324,9,move,1,-26,,1
325,0,build,2,0,,0
325,1,move,43,13,,0
325,2,move,42,13,,0
325,3,move,45,5,,0
325,4,move,65,-3,,0
325,5,move,65,17,,1
325,6,move,52,-9,,1
325,7,move,32,7,,1
325,8,move,24,-5,,1
325,9,move,0,-26,,1
326,0,build,2,0,,0
326,1,build,42,13,,0
326,2,move,43,13,,0
326,3,move,46,4,,0
326,4,move,66,-3,,0
326,5,move,66,16,,1
326,6,move,52,-10,,1
326,7,move,32,8,,1
326,8,move,25,-5,,1
326,9,move,1,-26,,1
327,0,build,2,0,,0
327,1,move,42,13,,0
327,2,move,44,13,,0
327,3,move,46,3,,0
327,4,move,66,-4,,0
327,5,move,66,17,,1
327,6,move,53,-10,,1
327,7,move,31,8,,1
327,8,move,24,-5,,1
327,9,move,2,-27,,1
328,0,build,2,0,,0
328,1,move,44,13,,0
328,2,move,45,13,,0
328,3,move,47,3,,0
328,4,move,65,-5,,0
328,5,move,67,17,,1
328,6,move,54,-10,,1
328,7,move,30,7,,1
328,8,move,25,-6,,1
328,9,move,1,-27,,1
329,0,build,2,0,,0
329,1,move,45,13,,0
329,2,move,47,3,,0
329,3,move,46,3,,0
329,4,move,64,-5,,0
329,5,move,66,17,,1
329,6,move,54,-11,,1
329,7,move,30,6,,1
329,8,move,26,-5,,1
329,9,move,0,-27,,1
