tick,agent_id,action,x,y,other_agent_id,culture
110,0,build,0,0,,0
110,1,communicate,10,2,,0
110,2,move,9,2,,0
110,3,move,0,-7,,0
110,4,move,8,-1,,0
110,5,move,18,7,,1
110,6,move,18,2,,1
110,7,move,20,6,,1
110,8,move,8,15,,1
110,9,move,13,-7,,1
111,0,build,0,0,,0
111,1,move,10,2,,0
111,2,move,10,2,,0
111,3,move,-1,-6,,0
111,4,move,8,-2,,0
111,5,move,19,6,,1
111,6,move,19,3,,1
111,7,move,19,5,,1
111,8,move,7,14,,1
111,9,move,12,-8,,1
112,0,build,0,0,,0
112,1,build,10,3,,0
112,2,communicate,11,2,,0
112,3,move,-2,-7,,0
112,4,move,8,-1,,0
112,5,move,19,7,,1
112,6,move,20,3,,1
112,7,move,20,5,,1
112,8,move,8,14,,1
112,9,move,13,-8,,1
113,0,build,0,0,,0
113,1,move,10,3,,0
113,2,communicate,11,2,,0
113,3,move,-3,-7,,0
113,4,move,8,-2,,0
113,5,move,18,7,,1
113,6,move,21,3,,1
113,7,move,19,4,,1
113,8,move,8,15,,1
113,9,move,13,-7,,1
114,0,build,0,0,,0
114,1,build,11,2,,0
114,2,move,11,2,,0
114,3,move,-2,-7,,0
114,4,move,8,-3,,0
114,5,move,19,8,,1
114,6,move,21,2,,1
114,7,move,18,3,,1
114,8,move,9,16,,1
114,9,move,12,-8,,1
115,0,build,0,0,,0
115,1,build,11,2,,0
115,2,build,12,2,,0
115,3,move,-1,-6,,0
115,4,move,9,-4,,0
115,5,move,18,8,,1
115,6,move,22,2,,1
115,7,move,19,3,,1
115,8,move,10,17,,1
115,9,move,11,-9,,1
116,0,build,0,0,,0
116,1,move,11,2,,0
116,2,build,12,2,,0
116,3,move,-2,-6,,0
116,4,move,8,-4,,0
116,5,move,18,7,,1
116,6,move,22,1,,1
116,7,move,20,3,,1
116,8,move,11,18,,1
116,9,move,10,-9,,1
117,0,build,0,0,,0
117,1,move,12,2,,0
117,2,move,12,2,,0
117,3,move,-3,-5,,0
117,4,move,9,-5,,0
117,5,move,17,6,,1
117,6,move,23,0,,1
117,7,move,19,3,,1
117,8,move,12,19,,1
117,9,move,9,-9,,1
118,0,build,0,0,,0
118,1,build,12,2,,0
118,2,communicate,13,2,,0
118,3,move,-4,-4,,0
118,4,move,10,-5,,0
118,5,move,18,6,,1
118,6,move,24,-1,,1
118,7,move,18,2,,1
118,8,move,11,20,,1
118,9,move,10,-8,,1
119,0,build,0,0,,0
119,1,move,12,2,,0
119,2,build,13,2,,0
119,3,move,-5,-3,,0
119,4,move,9,-4,,0
119,5,move,19,7,,1
119,6,move,23,0,,1
119,7,move,18,1,,1
119,8,move,12,19,,1
119,9,move,9,-9,,1
