tick,agent_id,action,x,y,other_agent_id,culture
350,0,build,2,0,,0
350,1,move,46,6,,0
350,2,build,47,6,,0
350,3,move,48,6,,0
350,4,move,65,-6,,0
350,5,move,61,18,,1
350,6,move,59,-10,,1
350,7,move,23,8,,1
350,8,move,27,-11,,1
350,9,move,5,-30,,1
351,0,build,2,0,,0
351,1,move,47,6,,0
351,2,build,47,6,,0
351,3,move,48,7,,0
351,4,move,66,-6,,0
351,5,move,62,19,,1
351,6,move,58,-9,,1
351,7,move,22,9,,1
351,8,move,27,-10,,1
351,9,move,6,-30,,1
352,0,build,2,0,,0
352,1,move,47,7,,0
352,2,move,47,6,,0
352,3,move,49,7,,0
352,4,move,67,-5,,0
352,5,move,61,18,,1
352,6,move,59,-9,,1
352,7,move,22,8,,1
352,8,move,28,-10,,1
352,9,move,7,-29,,1
353,0,build,2,0,,0
353,1,build,47,6,,0
353,2,build,47,7,,0
353,3,move,50,8,,0
353,4,move,68,-5,,0
353,5,move,60,18,,1
353,6,move,60,-8,,1
353,7,move,23,9,,1
353,8,move,27,-10,,1
353,9,move,6,-30,,1
354,0,build,2,0,,0
354,1,move,47,6,,0
354,2,build,47,7,,0
354,3,move,49,8,,0
354,4,move,69,-4,,0
354,5,move,61,19,,1
354,6,move,61,-8,,1
354,7,move,24,8,,1
354,8,move,28,-9,,1
354,9,move,7,-30,,1
355,0,build,2,0,,0
355,1,move,47,7,,0
355,2,build,47,7,,0
355,3,move,49,7,,0
355,4,move,70,-4,,0
355,5,move,60,19,,1
355,6,move,62,-8,,1
355,7,move,25,8,,1
355,8,move,29,-9,,1
355,9,move,6,-29,,1
356,0,build,2,0,,0
356,1,build,47,8,,0
356,2,move,47,7,,0
356,3,move,48,7,,0
356,4,move,70,-5,,0
356,5,move,59,20,,1
356,6,move,63,-8,,1
356,7,move,26,9,,1
356,8,move,28,-8,,1
356,9,move,6,-30,,1
357,0,build,2,0,,0
357,1,move,47,8,,0
357,2,move,48,7,,0
357,3,move,48,6,,0
357,4,move,69,-4,,0
357,5,move,60,21,,1
357,6,move,63,-7,,1
357,7,move,25,10,,1
357,8,move,29,-8,,1
357,9,move,6,-29,,1
358,0,build,2,0,,0
358,1,move,48,7,,0
358,2,move,49,7,,0
358,3,move,47,5,,0
358,4,move,69,-3,,0
358,5,move,59,21,,1
358,6,move,64,-6,,1
358,7,move,26,11,,1
358,8,move,30,-8,,1
358,9,move,6,-30,,1
359,0,build,2,0,,0
359,1,build,49,7,,0
359,2,build,48,7,,0
359,3,move,47,4,,0
359,4,move,70,-4,,0
359,5,move,60,20,,1
359,6,move,64,-5,,1
359,7,move,27,10,,1
359,8,move,31,-8,,1
359,9,move,7,-29,,1
