tick,agent_id,action,x,y,other_agent_id,culture
20,0,build,0,0,,0
20,1,build,0,0,,0
20,2,build,0,0,,0
20,3,move,1,0,,0
20,4,move,1,-2,,0
20,5,move,11,13,,1
20,6,move,15,5,,1
20,7,move,6,9,,1
20,8,move,9,5,,1
20,9,move,9,2,,1
21,0,build,0,0,,0
21,1,build,0,0,,0
21,2,build,0,0,,0
21,3,move,0,-1,,0
21,4,move,2,-2,,0
21,5,move,12,13,,1
21,6,move,15,4,,1
21,7,move,5,8,,1
21,8,move,8,4,,1
21,9,move,9,3,,1
22,0,build,0,0,,0
22,1,build,0,0,,0
22,2,build,0,0,,0
22,3,move,-1,-2,,0
22,4,move,1,-3,,0
22,5,move,11,14,,1
22,6,move,14,3,,1
22,7,move,6,8,,1
22,8,move,9,4,,1
22,9,move,8,2,,1
23,0,build,0,0,,0
23,1,build,0,0,,0
23,2,build,0,0,,0
23,3,move,0,-2,,0
23,4,move,1,-4,,0
23,5,move,11,13,,1
23,6,move,13,2,,1
23,7,move,5,9,,1
23,8,move,10,4,,1
23,9,move,7,1,,1
24,0,build,0,0,,0
24,1,build,0,0,,0
24,2,build,0,0,,0
24,3,move,1,-2,,0
24,4,move,0,-5,,0
24,5,move,10,13,,1
24,6,move,13,1,,1
24,7,move,6,9,,1
24,8,move,11,4,,1
24,9,move,7,2,,1
25,0,build,0,0,,0
25,1,build,0,0,,0
25,2,build,0,0,,0
25,3,move,1,-3,,0
25,4,move,1,-5,,0
25,5,move,9,14,,1
25,6,move,12,0,,1
25,7,move,7,10,,1
25,8,move,11,5,,1
25,9,move,7,1,,1
26,0,build,0,0,,0
26,1,build,0,0,,0
26,2,build,0,0,,0
26,3,move,1,-4,,0
26,4,move,2,-6,,0
26,5,move,8,14,,1
26,6,move,13,-1,,1
26,7,move,8,11,,1
26,8,move,10,6,,1
26,9,move,7,2,,1
27,0,build,0,0,,0
27,1,build,0,0,,0
27,2,build,0,0,,0
27,3,move,0,-3,,0
27,4,move,3,-6,,0
27,5,move,9,15,,1
27,6,move,13,0,,1
27,7,move,9,12,,1
27,8,move,11,7,,1
27,9,move,8,2,,1
28,0,build,0,0,,0
28,1,build,0,0,,0
28,2,build,0,0,,0
28,3,move,-1,-4,,0
28,4,move,4,-5,,0
28,5,move,10,14,,1
28,6,move,12,0,,1
28,7,move,8,12,,1
28,8,move,10,6,,1
28,9,move,8,3,,1
29,0,build,0,0,,0
29,1,move,0,0,,0
29,2,build,0,0,,0
29,3,move,-2,-4,,0
29,4,move,5,-5,,0
29,5,move,9,15,,1
29,6,move,11,0,,1
29,7,move,8,11,,1
29,8,move,11,5,,1
29,9,move,7,4,,1
