tick,agent_id,action,x,y,other_agent_id,culture
50,0,build,0,0,,0
50,1,build,6,1,,0
50,2,build,6,1,,0
50,3,move,0,4,,0
50,4,move,5,1,,0
50,5,move,15,5,,1
50,6,move,5,5,,1
50,7,move,14,6,,1
50,8,move,6,9,,1
50,9,move,6,-10,,1
51,0,build,0,0,,0
51,1,communicate,6,1,,0
51,2,communicate,6,1,,0
51,3,move,0,5,,0
51,4,move,6,1,,0
51,5,move,15,4,,1
51,6,move,6,4,,1
51,7,move,15,5,,1
51,8,move,7,10,,1
51,9,move,6,-9,,1
52,0,build,0,0,,0
52,1,move,6,1,,0
52,2,move,6,1,,0
52,3,move,1,6,,0
52,4,move,7,1,,0
52,5,move,15,5,,1
52,6,move,7,5,,1
52,7,move,16,5,,1
52,8,move,8,10,,1
52,9,move,5,-8,,1
53,0,build,0,0,,0
53,1,build,6,1,,0
53,2,build,7,1,,0
53,3,move,0,7,,0
53,4,move,6,2,,0
53,5,move,15,6,,1
53,6,move,8,5,,1
53,7,move,15,4,,1
53,8,move,9,10,,1
53,9,move,4,-9,,1
54,0,build,0,0,,0
54,1,build,6,1,,0
54,2,move,7,1,,0
54,3,move,0,8,,0
54,4,move,6,3,,0
54,5,move,15,7,,1
54,6,move,7,4,,1
54,7,move,16,5,,1
54,8,move,10,9,,1
54,9,move,3,-9,,1
55,0,build,0,0,,0
55,1,build,6,1,,0
55,2,communicate,6,1,,0
55,3,move,1,7,,0
55,4,move,7,3,,0
55,5,move,14,8,,1
55,6,move,8,5,,1
55,7,move,15,5,,1
55,8,move,9,10,,1
55,9,move,2,-10,,1
56,0,build,0,0,,0
56,1,build,6,1,,0
56,2,move,6,1,,0
56,3,move,0,7,,0
56,4,move,6,3,,0
56,5,move,14,9,,1
56,6,move,9,5,,1
56,7,move,16,4,,1
56,8,move,9,11,,1
56,9,move,2,-11,,1
57,0,build,0,0,,0
57,1,move,6,1,,0
57,2,communicate,0,0,,0
57,3,move,1,6,,0
57,4,move,7,2,,0
57,5,move,15,8,,1
57,6,move,10,5,,1
57,7,move,16,5,,1
57,8,move,8,11,,1
57,9,move,1,-12,,1
58,0,build,0,0,,0
58,1,move,6,2,,0
58,2,build,0,0,,0
58,3,move,1,5,,0
58,4,move,6,1,,0
58,5,move,15,7,,1
58,6,move,10,4,,1
58,7,move,17,5,,1
58,8,move,7,11,,1
58,9,move,1,-11,,1
59,0,build,0,0,,0
59,1,move,6,1,,0
59,2,communicate,0,0,,0
59,3,move,2,4,,0
59,4,move,5,1,,0
59,5,move,14,6,,1
59,6,move,11,5,,1
59,7,move,16,5,,1
59,8,move,6,11,,1
59,9,move,1,-10,,1
