tick,agent_id,action,x,y,other_agent_id,culture
310,0,build,2,0,,0
310,1,move,38,14,,0
310,2,move,44,12,,0
310,3,move,43,11,,0
310,4,move,64,0,,0
310,5,move,59,19,,1
310,6,move,50,-5,,1
310,7,move,37,17,,1
310,8,move,21,-4,,1
310,9,move,-2,-25,,1
311,0,build,2,0,,0
311,1,move,39,14,,0
311,2,move,43,12,,0
311,3,move,43,10,,0
311,4,move,63,-1,,0
311,5,move,59,18,,1
311,6,move,51,-5,,1
311,7,move,36,16,,1
311,8,move,22,-4,,1
311,9,move,-1,-25,,1
312,0,build,2,0,,0
312,1,move,38,14,,0
312,2,build,42,12,,0
312,3,move,42,9,,0
312,4,move,64,0,,0
312,5,move,60,17,,1
312,6,move,52,-6,,1
312,7,move,37,15,,1
312,8,move,21,-4,,1
312,9,move,-1,-26,,1
313,0,build,2,0,,0
313,1,move,39,14,,0
313,2,move,42,12,,0
313,3,move,43,10,,0
313,4,move,64,1,,0
313,5,move,61,17,,1
313,6,move,51,-7,,1
313,7,move,36,14,,1
313,8,move,20,-4,,1
313,9,move,-2,-26,,1
314,0,build,2,0,,0
314,1,move,38,14,,0
314,2,build,43,11,,0
314,3,move,42,10,,0
314,4,move,65,1,,0
314,5,move,62,17,,1
314,6,move,52,-7,,1
314,7,move,35,13,,1
314,8,move,20,-5,,1
314,9,move,-1,-27,,1
315,0,build,2,0,,0
315,1,move,38,13,,0
315,2,move,43,11,,0
315,3,move,42,9,,0
315,4,move,64,1,,0
315,5,move,63,17,,1
315,6,move,52,-6,,1
315,7,move,35,12,,1
315,8,move,21,-5,,1
315,9,move,0,-27,,1
316,0,build,2,0,,0
316,1,build,39,13,,0
316,2,move,44,11,,0
316,3,move,43,9,,0
316,4,move,65,1,,0
316,5,move,64,18,,1
316,6,move,51,-7,,1
316,7,move,35,13,,1
316,8,move,21,-6,,1
316,9,move,1,-27,,1
317,0,build,2,0,,0
317,1,move,39,13,,0
317,2,move,43,11,,0
317,3,move,44,8,,0
317,4,move,64,1,,0
317,5,move,65,18,,1
317,6,move,52,-8,,1
317,7,move,34,12,,1
317,8,move,22,-6,,1
317,9,move,0,-27,,1
318,0,build,2,0,,0
318,1,move,40,13,,0
318,2,move,44,11,,0
318,3,move,44,7,,0
318,4,move,64,2,,0
318,5,move,65,19,,1
318,6,move,51,-8,,1
318,7,move,33,11,,1
318,8,move,21,-6,,1
318,9,move,1,-27,,1
319,0,build,2,0,,0
319,1,move,41,13,,0
319,2,move,40,13,,0
319,3,move,43,6,,0
319,4,move,63,1,,0
319,5,move,65,20,,1
319,6,move,51,-9,,1
319,7,move,33,10,,1
319,8,move,21,-7,,1
319,9,move,1,-26,,1
