tick,agent_id,action,x,y,other_agent_id,culture
120,0,build,0,0,,0
120,1,move,13,2,,0
120,2,build,13,2,,0
120,3,move,-4,-3,,0
120,4,move,8,-3,,0
120,5,move,19,6,,1
120,6,move,24,0,,1
120,7,move,18,0,,1
120,8,move,12,18,,1
120,9,move,10,-8,,1
121,0,build,0,0,,0
121,1,build,13,2,,0
121,2,move,13,2,,0
121,3,move,-4,-2,,0
121,4,move,9,-3,,0
121,5,move,20,5,,1
121,6,move,24,-1,,1
121,7,move,19,0,,1
121,8,move,12,19,,1
121,9,move,9,-9,,1
122,0,build,0,0,,0
122,1,build,13,2,,0
122,2,communicate,13,2,,0
122,3,move,-3,-2,,0
122,4,move,9,-2,,0
122,5,move,21,4,,1
122,6,move,23,-1,,1
122,7,move,19,-1,,1
122,8,move,11,19,,1
122,9,move,8,-8,,1
123,0,build,0,0,,0
123,1,build,13,2,,0
123,2,build,13,2,,0
123,3,move,-4,-2,,0
123,4,move,9,-3,,0
123,5,move,22,4,,1
123,6,move,22,0,,1
123,7,move,20,-1,,1
123,8,move,12,19,,1
123,9,move,9,-7,,1
124,0,build,0,0,,0
124,1,move,13,2,,0
124,2,build,13,2,,0
124,3,move,-5,-2,,0
124,4,move,9,-4,,0
124,5,move,22,5,,1
124,6,move,23,0,,1
124,7,move,21,-1,,1
124,8,move,11,19,,1
124,9,move,9,-6,,1
125,0,build,0,0,,0
125,1,move,13,2,,0
125,2,move,13,2,,0
125,3,move,-4,-3,,0
125,4,move,8,-4,,0
125,5,move,21,5,,1
125,6,move,23,1,,1
125,7,move,22,0,,1
125,8,move,11,20,,1
125,9,move,10,-5,,1
126,0,build,0,0,,0
126,1,build,13,3,,0
126,2,move,13,2,,0
126,3,move,-5,-4,,0
126,4,move,9,-5,,0
126,5,move,20,5,,1
126,6,move,23,2,,1
126,7,move,23,0,,1
126,8,move,10,19,,1
126,9,move,10,-4,,1
127,0,build,0,0,,0
127,1,build,13,3,,0
127,2,move,14,2,,0
127,3,move,-4,-5,,0
127,4,move,10,-5,,0
127,5,move,19,4,,1
127,6,move,22,1,,1
127,7,move,22,-1,,1
127,8,move,11,19,,1
127,9,move,11,-3,,1
128,0,build,0,0,,0
128,1,move,13,3,,0
128,2,communicate,13,2,,0
128,3,move,-5,-4,,0
128,4,move,11,-4,,0
128,5,move,18,5,,1
128,6,move,22,2,,1
128,7,move,21,0,,1
128,8,move,11,18,,1
128,9,move,10,-2,,1
129,0,build,0,0,,0
129,1,move,13,2,,0
129,2,communicate,13,2,,0
129,3,move,-4,-4,,0
129,4,move,12,-5,,0
129,5,move,18,4,,1
129,6,move,21,2,,1
129,7,move,22,0,,1
129,8,move,10,19,,1
129,9,move,11,-3,,1
