tick,agent_id,action,x,y,other_agent_id,culture
200,0,build,0,0,,0
200,1,communicate,23,5,,0
200,2,move,22,-2,,0
200,3,move,10,-14,,0
200,4,move,24,-4,,0
200,5,move,33,-1,,1
200,6,move,23,-5,,1
200,7,move,13,-1,,1
200,8,move,23,21,,1
200,9,move,23,-7,,1
201,0,build,0,0,,0
201,1,build,23,5,,0
201,2,communicate,23,5,,0
201,3,move,9,-13,,0
201,4,move,25,-5,,0
201,5,move,33,-2,,1
201,6,move,24,-4,,1
201,7,move,13,0,,1
201,8,move,24,21,,1
201,9,move,24,-8,,1
202,0,build,0,0,,0
202,1,build,23,5,,0
202,2,communicate,23,5,,0
202,3,move,8,-14,,0
202,4,move,26,-5,,0
202,5,move,33,-3,,1
202,6,move,25,-4,,1
202,7,move,14,1,,1
202,8,move,25,21,,1
202,9,move,23,-8,,1
203,0,build,0,0,,0
203,1,move,23,5,,0
203,2,move,23,5,,0
203,3,move,7,-13,,0
203,4,move,25,-6,,0
203,5,move,34,-3,,1
203,6,move,25,-3,,1
203,7,move,15,0,,1
203,8,move,26,21,,1
203,9,move,24,-9,,1
204,0,build,0,0,,0
204,1,move,23,4,,0
204,2,move,22,5,,0
204,3,move,7,-14,,0
204,4,move,25,-7,,0
204,5,move,35,-3,,1
204,6,move,26,-3,,1
204,7,move,14,0,,1
204,8,move,27,21,,1
204,9,move,24,-8,,1
205,0,build,0,0,,0
205,1,build,23,5,,0
205,2,move,23,5,,0
205,3,move,8,-14,,0
205,4,move,25,-6,,0
205,5,move,36,-4,,1
205,6,move,26,-4,,1
205,7,move,13,-1,,1
205,8,move,26,20,,1
205,9,move,25,-9,,1
206,0,build,0,0,,0
206,1,build,23,5,,0
206,2,move,24,5,,0
206,3,move,8,-13,,0
206,4,move,26,-6,,0
206,5,move,36,-3,,1
206,6,move,26,-5,,1
206,7,move,12,-1,,1
206,8,move,26,21,,1
206,9,move,25,-10,,1
207,0,build,0,0,,0
207,1,build,23,5,,0
207,2,build,23,5,,0
207,3,move,7,-14,,0
207,4,move,25,-5,,0
207,5,move,37,-3,,1
207,6,move,26,-4,,1
207,7,move,11,0,,1
207,8,move,25,21,,1
207,9,move,24,-10,,1
208,0,build,0,0,,0
208,1,move,23,5,,0
208,2,move,23,5,,0
208,3,move,8,-14,,0
208,4,move,25,-6,,0
208,5,move,36,-3,,1
208,6,move,27,-3,,1
208,7,move,12,0,,1
208,8,move,26,20,,1
208,9,move,25,-10,,1
209,0,build,0,0,,0
209,1,build,23,5,,0
209,2,move,24,5,,0
209,3,move,9,-15,,0
209,4,move,26,-6,,0
209,5,move,37,-3,,1
209,6,move,26,-2,,1
209,7,move,12,1,,1
209,8,move,27,20,,1
209,9,move,24,-11,,1
