tick,agent_id,action,x,y,other_agent_id,culture
290,0,build,2,0,,0
290,1,build,36,13,,0
290,2,move,39,9,,0
290,3,move,39,8,,0
290,4,move,56,-5,,0
290,5,move,53,15,,1
290,6,move,55,0,,1
290,7,move,33,14,,1
290,8,move,22,-6,,1
290,9,move,0,-22,,1
291,0,build,2,0,,0
291,1,build,36,13,,0
291,2,move,38,9,,0
291,3,move,38,7,,0
291,4,move,55,-4,,0
291,5,move,52,14,,1
291,6,move,55,-1,,1
291,7,move,34,13,,1
291,8,move,23,-6,,1
291,9,move,-1,-23,,1
292,0,build,2,0,,0
292,1,build,36,13,,0
292,2,move,36,13,,0
292,3,move,39,7,,0
292,4,move,55,-3,,0
292,5,move,53,14,,1
292,6,move,54,-1,,1
292,7,move,33,13,,1
292,8,move,24,-7,,1
292,9,move,-1,-22,,1
293,0,build,2,0,,0
293,1,build,36,13,,0
293,2,build,37,13,,0
293,3,move,40,7,,0
293,4,move,56,-3,,0
293,5,move,52,15,,1
293,6,move,53,-1,,1
293,7,move,34,14,,1
293,8,move,25,-7,,1
293,9,move,-2,-22,,1
294,0,build,2,0,,0
294,1,build,36,13,,0
294,2,move,37,13,,0
294,3,move,40,6,,0
294,4,move,57,-2,,0
294,5,move,53,14,,1
294,6,move,54,-1,,1
294,7,move,34,15,,1
294,8,move,24,-6,,1
294,9,move,-3,-22,,1
295,0,build,2,0,,0
295,1,move,36,13,,0
295,2,build,38,13,,0
295,3,move,41,6,,0
295,4,move,56,-3,,0
295,5,move,53,15,,1
295,6,move,55,-1,,1
295,7,move,35,16,,1
295,8,move,25,-6,,1
295,9,move,-4,-23,,1
296,0,build,2,0,,0
296,1,move,37,13,,0
296,2,move,38,13,,0
296,3,move,42,7,,0
296,4,move,57,-3,,0
296,5,move,53,16,,1
296,6,move,54,-2,,1
296,7,move,34,16,,1
296,8,move,24,-6,,1
296,9,move,-3,-22,,1
297,0,build,2,0,,0
297,1,move,38,13,,0
297,2,move,39,13,,0
297,3,move,43,7,,0
297,4,move,57,-4,,0
297,5,move,54,17,,1
297,6,move,54,-3,,1
297,7,move,35,16,,1
297,8,move,23,-7,,1
297,9,move,-4,-23,,1
298,0,build,2,0,,0
298,1,move,39,13,,0
298,2,move,38,13,,0
298,3,move,44,6,,0
298,4,move,56,-3,,0
298,5,move,55,18,,1
298,6,move,54,-4,,1
298,7,move,35,17,,1
298,8,move,24,-6,,1
298,9,move,-3,-23,,1
299,0,build,2,0,,0
299,1,build,38,13,,0
299,2,build,39,13,,0
299,3,move,44,7,,0
299,4,move,57,-3,,0
299,5,move,56,18,,1
299,6,move,53,-4,,1
299,7,move,35,18,,1
299,8,move,23,-5,,1
299,9,move,-3,-24,,1
